==PROF== Connected to process 347 (/content/drive/My Drive/G-DBSCAN/a.out)
Compute degrees elapsed time               : 905.802 (sec)
Exclusive scan elapsed time               : 0.001 (sec)
Compute adj list elapsed time               : 3.991 (sec)
BFS elapsed time               : 0.129 (sec)
==PROF== Disconnected from process 347
"ID","Process ID","Process Name","Host Name","Kernel Name","Kernel Time","Context","Stream","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","DRAM Frequency","cycle/second","877,698,876.77",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SM Frequency","cycle/second","1,312,626,721.90",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","Elapsed Cycles","cycle","5,813,721,051",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","Memory [%]","%","11.02",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SOL DRAM","%","0.00",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","Duration","nsecond","4,428,258,496",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SOL L1/TEX Cache","%","13.53",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SOL L2 Cache","%","0.10",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SM Active Cycles","cycle","4,733,964,897.55",
"0","347","a.out","127.0.0.1","compute_degrees(float*, int, int, int*, float)","2021-Jul-04 13:08:00","1","7","GPU Speed Of Light","SM [%]","%","71.36",
